name,address,latitude,longitude,rating,user_ratings_total,place_id,types,business_status,formatted_phone_number,website,formatted_address,business_name,website_url,domain,has_ads,ads_confidence,ads_error,checked_at
AKÜ MARKET OTO ELEKTRİK YOL YARDIM SERVİSİ BÜYÜKÇEKMECE İSTANBUL,"Mimarsinan mahallesi içel caddesi gültur sanayi sitesi SAĞLAM OTO, Büyükçekmece",41.0234166,28.5600887,0.0,0,ChIJL5iCC11dtRQRub_oRmyeYtQ,"car_repair, point_of_interest, establishment",OPERATIONAL,0535 556 83 54,,"Mimarsinan mahallesi içel caddesi gültur sanayi sitesi SAĞLAM OTO, Mimar Sinan Merkez, 34500 Büyükçekmece/İstanbul, Türkiye",AKÜ MARKET OTO ELEKTRİK YOL YARDIM SERVİSİ BÜYÜKÇEKMECE İSTANBUL,,,False,low,No domain provided,
KAVAKLI AKÜ MARKET akü servisi değişimi Beylikdüzü,"Kavaklı, Batı Trakya Blv. no:17/7, Beylikdüzü",40.9844054,28.6455953,4.9,75,ChIJAQOAYMRftRQRkp20c_XmTZk,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0532 582 08 04,https://www.webseoyazilim.com/05325820804-kavakli-aku-market-varta-mutlu-aku-bayii-kavakli-beylikduzukava,"Kavaklı, Batı Trakya Blv. no:17/7, 34520 Beylikdüzü/İstanbul, Türkiye",KAVAKLI AKÜ MARKET akü servisi değişimi Beylikdüzü,https://www.webseoyazilim.com/05325820804-kavakli-aku-market-varta-mutlu-aku-bayii-kavakli-beylikduzukava,webseoyazilim.com,False,low,,2025-10-20 05:12:12
HEYLASTİK | 7/24 MOBİL YOL YARDIM - OTO LASTİKÇİ AKÜCÜ HALKALI AKÜ SERVİSİ ACİL MOBİL LASTİK TAMİRİ LASTİK YOL YARDIM SERVİSİ,"HALKALI MERKEZ MAH. DEMİRKAPI CAD, Çam Sk., Küçükçekmece",41.0293257,28.7941469,4.7,13,ChIJsV-cc8WlyhQRUl3BvcJu6Rs,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0531 884 61 60,https://www.heylastik.com.tr/,"HALKALI MERKEZ MAH. DEMİRKAPI CAD, Halkalı Merkez, Çam Sk., 34303 Küçükçekmece/İstanbul, Türkiye",HEYLASTİK | 7/24 MOBİL YOL YARDIM - OTO LASTİKÇİ AKÜCÜ HALKALI AKÜ SERVİSİ ACİL MOBİL LASTİK TAMİRİ LASTİK YOL YARDIM SERVİSİ,https://www.heylastik.com.tr/,heylastik.com.tr,False,low,,2025-10-20 05:12:12
İSTANBUL ACİL AKÜ SERVİSİ,"Pik dökümcüler sanayi sitesi B 6 Blok No:24, Başakşehir",41.089595,28.79970669999999,3.6,16,ChIJa4f7YWWvyhQRooC3Vgxch44,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0539 913 23 93,,"Pik dökümcüler sanayi sitesi B 6 Blok No:24, İkitelli OSB, 34490 Başakşehir/İstanbul, Türkiye",İSTANBUL ACİL AKÜ SERVİSİ,,,False,low,No domain provided,
Balaban Oto Yağ Değişimi Motor Yağı,"100. Yıl, Veysel Karani Cd. No:80/A, Bağcılar",41.0660102,28.8506415,4.8,8,ChIJe6GZZMilyhQRf7lQkoXw-Cw,"car_repair, point_of_interest, establishment",OPERATIONAL,,,"100. Yıl, Veysel Karani Cd. No:80/A, 34204 Bağcılar/İstanbul, Türkiye",Balaban Oto Yağ Değişimi Motor Yağı,,,False,low,No domain provided,
İstanbul Akü Fiyatları - Varta Akü - Esan Akü - 60 Amper Akü - 72 Amper Akü - Start Stop Akü - Yerinde Akü Değişimi,"Yedikule, Yedikule Cd. No:42, Fatih",40.99441110000001,28.9251066,4.6,13,ChIJ76kpHmi2yhQRbbUgiWCtBjQ,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0535 813 14 32,,"Yedikule, Yedikule Cd. No:42, 34107 Fatih/İstanbul, Türkiye",İstanbul Akü Fiyatları - Varta Akü - Esan Akü - 60 Amper Akü - 72 Amper Akü - Start Stop Akü - Yerinde Akü Değişimi,,,False,low,No domain provided,
İşbilir oto elektrik akü Takviyesi ve Klima Servisi,"İstanbul Cad, Alibeyköy, Başak Oto Sanayi Sitesi, Eyüpsultan",41.0694716,28.9306129,4.9,64,ChIJ0atJt2-xyhQRj85MeoTBLIo,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0539 844 40 89,,"İstanbul Cad, Alibeyköy, Başak Oto Sanayi Sitesi, 34065 Eyüpsultan/İstanbul, Türkiye",İşbilir oto elektrik akü Takviyesi ve Klima Servisi,,,False,low,No domain provided,
"Yenigün Otomotiv – Lastik, Jant, Yol Yardım & Akü Servisi","Sarıgöl, Ordu Cd. No: 118/A, Gaziosmanpaşa",41.0577139,28.9198833,4.7,15,ChIJkaJeZkCxyhQR-ijSvSVACsA,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0507 833 04 54,,"Sarıgöl, Ordu Cd. No: 118/A, 34245 Gaziosmanpaşa/İstanbul, Türkiye","Yenigün Otomotiv – Lastik, Jant, Yol Yardım & Akü Servisi",,,False,low,No domain provided,
Sultangazi Akü Market | Acil Akü | Akü Fiyatları | Kurşunoğlu Akü | Akücü Mustafa,"50. Yıl, Eski Edirne Asf. No:458/A, Sultangazi",41.087184,28.8685561,4.9,13,ChIJkx9bACWwyhQRvfRqwoDfsBE,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0535 340 72 35,,"50. Yıl, Eski Edirne Asf. No:458/A, 34265 Sultangazi/İstanbul, Türkiye",Sultangazi Akü Market | Acil Akü | Akü Fiyatları | Kurşunoğlu Akü | Akücü Mustafa,,,False,low,No domain provided,
ACİL AKÜCÜ COŞKUN AKÜ 7/24,"Yunus Emre, Adem Yavuz Cd. No:56, Sultangazi",41.0954597,28.8923466,5.0,18,ChIJ4aYVSLKxyhQRC1tms6t0Gtk,"car_repair, point_of_interest, establishment",OPERATIONAL,(0212) 536 56 06,http://coskunaku.com/,"Yunus Emre, Adem Yavuz Cd. No:56, 34260 Sultangazi/İstanbul, Türkiye",ACİL AKÜCÜ COŞKUN AKÜ 7/24,http://coskunaku.com/,coskunaku.com,True,high,,2025-10-20 05:12:14
Lastik ve akü 7/24 Mobil Yol yardım,"güden apartamanı, İçerenköy, Oyacı Sk. no:14, Ataşehir",40.97257099999999,29.1123543,5.0,23,ChIJYUWTl2jHyhQRD0FN_xC00Pg,"car_repair, point_of_interest, establishment",OPERATIONAL,0531 892 57 06,http://www.otodoktorum.net/,"güden apartamanı, İçerenköy, Oyacı Sk. no:14, 34752 Ataşehir/İstanbul, Türkiye",Lastik ve akü 7/24 Mobil Yol yardım,http://www.otodoktorum.net/,otodoktorum.net,False,low,,2025-10-20 05:12:15
"Star Oto Elektrik, 7/24, Oto Elektrikçi Bostancı","İçerenköy, Fulya Sk. No:24, Ataşehir",40.96559209999999,29.1105463,3.9,77,ChIJF2WNhFzGyhQRTQBXlFoX2_Q,"car_repair, point_of_interest, establishment",OPERATIONAL,0536 524 57 62,,"İçerenköy, Fulya Sk. No:24, 34744 Ataşehir/İstanbul, Türkiye","Star Oto Elektrik, 7/24, Oto Elektrikçi Bostancı",,,False,low,No domain provided,
Aküm Yolda - Akü Yol Yardım,"Fındıklı, Hancıoğlu Cd. No: 13-15 / 12, Maltepe",40.9689823,29.1251103,5.0,83,ChIJUwvFeezHyhQRYhWoVw1YVDE,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0539 934 91 61,https://akumyolda.com/,"Fındıklı, Hancıoğlu Cd. No: 13-15 / 12, 34854 Maltepe/İstanbul, Türkiye",Aküm Yolda - Akü Yol Yardım,https://akumyolda.com/,akumyolda.com,True,high,,2025-10-20 05:12:15
"Acil Akü Takviye - BK Otomotiv - 7/24 Akü , Akü Değişim ve Yol Yardımı Hizmetleri - Varta Mutlu Akü","Fındıklı, Başıbüyük Yolu Cd No:173, Maltepe",40.97014069999999,29.1449942,5.0,1220,ChIJPfS0d9_FyhQRA4AVXr-SAUo,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0552 350 74 10,https://acilakutakviye.com/,"Fındıklı, Başıbüyük Yolu Cd No:173, 34854 Maltepe/İstanbul, Türkiye","Acil Akü Takviye - BK Otomotiv - 7/24 Akü , Akü Değişim ve Yol Yardımı Hizmetleri - Varta Mutlu Akü",https://acilakutakviye.com/,acilakutakviye.com,True,high,,2025-10-20 05:12:15
Maltepe Yol Yardım Akü Takviye Hizmetleri,"Fındıklı, Maltepe",40.9710668,29.1347028,5.0,11,ChIJUeAbk4jHyhQRQozezDQYmnU,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0553 941 36 33,,"Istanbul, Fındıklı, 34854 Maltepe/İstanbul, Türkiye",Maltepe Yol Yardım Akü Takviye Hizmetleri,,,False,low,No domain provided,
zifht 7/24 Yol Yardım Akü & Lastik & Bakım Servisi,"Safa, Orhangazi Cd No:30, Sancaktepe",40.9957363,29.2475498,5.0,64,ChIJQWBoupTRyhQRDOLcl1uE5hc,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0552 132 35 38,http://zifht.com/,"Safa, Orhangazi Cd No:30, 34791 Sancaktepe/İstanbul, Türkiye",zifht 7/24 Yol Yardım Akü & Lastik & Bakım Servisi,http://zifht.com/,zifht.com,False,low,,2025-10-20 05:12:16
7/24 ACİL AKÜ ÇEKMEKÖY AKÜ TAŞDELEN AKÜ ÜMRANİYE AKÜ ŞİLE AKÜ İNCİ AKÜ YETKİLİ BAYİ,"ZİND ALTI DÜKKANLAR, Cumhuriyet, Bengi Sk. No:1, Çekmeköy",41.0265301,29.229765,5.0,10,ChIJfSI3bgzPyhQRn_BWiCSuS-E,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0530 646 26 59,,"ZİND ALTI DÜKKANLAR, Cumhuriyet, Bengi Sk. No:1, 34406 Çekmeköy/İstanbul, Türkiye",7/24 ACİL AKÜ ÇEKMEKÖY AKÜ TAŞDELEN AKÜ ÜMRANİYE AKÜ ŞİLE AKÜ İNCİ AKÜ YETKİLİ BAYİ,,,False,low,No domain provided,
Kartal akücü& Acil Akü Takviye,"Petroliş, Üsküdar Cd. 68/A, Kartal",40.8914771,29.17766529999999,5.0,8,ChIJEW6DMizDyhQRXRtkGgrO6f8,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0540 491 94 94,,"Petroliş, Üsküdar Cd. 68/A, 34000 Kartal/İstanbul, Türkiye",Kartal akücü& Acil Akü Takviye,,,False,low,No domain provided,
Maltepe Akü Takviye,"Zümrütevler, Candan Sokağı No:16, Maltepe",40.934366,29.1438575,4.4,5,ChIJXxUrWbTFyhQRgyj9wGF86aw,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0533 765 45 46,,"Zümrütevler, Candan Sokağı No:16, 34852 Maltepe/İstanbul, Türkiye",Maltepe Akü Takviye,,,False,low,No domain provided,
"Aydınlı akücü, aydınlı akü servisi, tuzla akücü, tuzla akü servisi, acil akücü, yerinde akü değişimi, akücü, akü servisi,","Aydınlı, Turna Sk no:5 ofis-2, Tuzla",40.8700053,29.3226985,4.9,78,ChIJ3aUmRDHbyhQRl0hiDkOLk7I,"car_repair, point_of_interest, establishment",OPERATIONAL,0543 867 80 80,http://imajoto.net/,"Aydınlı, Turna Sk no:5 ofis-2, 34953 Tuzla/İstanbul, Türkiye","Aydınlı akücü, aydınlı akü servisi, tuzla akücü, tuzla akü servisi, acil akücü, yerinde akü değişimi, akücü, akü servisi,",http://imajoto.net/,imajoto.net,False,low,,2025-10-20 05:12:17
Tuzla Akü Servis Satış Varta Akü Bayi İnci Akü 7/24 ACİL AKÜ,"Postane, Sahilyolu Cd. No:2, Tuzla",40.8168744,29.2977527,5.0,7,ChIJwYjQkqndyhQRhrdX-_jABec,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0545 732 89 51,,"Postane, Sahilyolu Cd. No:2, 34940 Tuzla/İstanbul, Türkiye",Tuzla Akü Servis Satış Varta Akü Bayi İnci Akü 7/24 ACİL AKÜ,,,False,low,No domain provided,
Kurtköy Akü Değişimi Yol Yardım Akü Yerinde Akü Değişim Varta Doğanay Otomotiv,"Yenişehir, Osmanlı Blv. No:9 34912, Pendik",40.929371,29.3080869,5.0,4,ChIJU0czyw_byhQRYgQTi5RtKm8,"car_repair, store, point_of_interest, establishment",OPERATIONAL,(0216) 606 54 26,,"Yenişehir, Osmanlı Blv. No:9 34912, 34890 Pendik/İstanbul, Türkiye",Kurtköy Akü Değişimi Yol Yardım Akü Yerinde Akü Değişim Varta Doğanay Otomotiv,,,False,low,No domain provided,
ESENYALI AKÜCÜ GÜZELYALI AKÜ 7/24 ACİL AKÜ SERVİS AKÜ DEĞİŞİM,"Esenyalı, Sıcak Sk. No:17, Pendik",40.86090739999999,29.2913331,5.0,1,ChIJ2aKVqo7dyhQRS8A5j4bzaVg,"car_repair, store, point_of_interest, establishment",OPERATIONAL,(0216) 606 22 65,,"Esenyalı, Sıcak Sk. No:17, 34903 Pendik/İstanbul, Türkiye",ESENYALI AKÜCÜ GÜZELYALI AKÜ 7/24 ACİL AKÜ SERVİS AKÜ DEĞİŞİM,,,False,low,No domain provided,
AYDINLI AKÜ SERVİS VARTA AKÜ BAYİ AKÜ SATIŞ 7/24 ACİL AKÜ İNCİ AKÜ MUTLU AKÜ,"Aydınlı, İmren Sk. No:23/C, Tuzla",40.8695073,29.3332313,5.0,4,ChIJb6azsSnbyhQRtgi2OME-jjk,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0545 732 89 51,,"Aydınlı, İmren Sk. No:23/C, 34953 Tuzla/İstanbul, Türkiye",AYDINLI AKÜ SERVİS VARTA AKÜ BAYİ AKÜ SATIŞ 7/24 ACİL AKÜ İNCİ AKÜ MUTLU AKÜ,,,False,low,No domain provided,
Tuzla Akü Yerinde Akü Değişim,"Aydınlı, İmren Sk. No:36/C, Tuzla",40.8693705,29.33192279999999,5.0,2,ChIJnf0CrfrZyhQRj6M6Zzj8CRY,"car_repair, store, point_of_interest, establishment",OPERATIONAL,(0216) 606 53 95,https://daricaaku.com/,"Aydınlı, İmren Sk. No:36/C, 34953 Tuzla/İstanbul, Türkiye",Tuzla Akü Yerinde Akü Değişim,https://daricaaku.com/,daricaaku.com,True,high,,2025-10-20 05:12:17
Yerinde Akü Değişim Servisi Hizmeti Akücü,"Köşklü Çeşme, 562. Sk. No:36, Gebze",40.7934521,29.3984581,5.0,1,ChIJgTOjb7bfyhQRTEh_cgRBKLY,"car_repair, store, point_of_interest, establishment",OPERATIONAL,(0216) 606 64 39,,"Köşklü Çeşme, 562. Sk. No:36, 41400 Gebze/Kocaeli, Türkiye",Yerinde Akü Değişim Servisi Hizmeti Akücü,,,False,low,No domain provided,
Acil akü yol yardım Varta yetkili servis,"Aydınlı, Çamlıbelde Yolu Cd no:90/1, Tuzla",40.8692146,29.3152553,4.9,108,ChIJ6ZmXmU7byhQRq17XgJKoA-w,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0546 553 53 53,http://akubulucu.com/,"Aydınlı, Çamlıbelde Yolu Cd no:90/1, 34953 Tuzla/İstanbul, Türkiye",Acil akü yol yardım Varta yetkili servis,http://akubulucu.com/,akubulucu.com,True,high,,2025-10-20 05:12:18
AR LAS OTO LASTİK JANT AKÜ 7 24 MOBİL YOL YARDIM,"Yeni, Plevne Cd. No:50/A, Pendik",40.8887658,29.2297628,4.7,62,ChIJ_1QJiKrEyhQRLryEq5X7ycA,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0535 726 44 60,,"Yeni, Plevne Cd. No:50/A, 34893 Pendik/İstanbul, Türkiye",AR LAS OTO LASTİK JANT AKÜ 7 24 MOBİL YOL YARDIM,,,False,low,No domain provided,
GEBZE DARICA OTO LASTİKCİ LASTİK DÜNYASI CİKMA LASTİK SIFIR LASTİK 7/24 YOL YARDIM LASTİKCİ GEBZE DARICA EN YAKIN LASTIKCI,"Osman Gazi, Aşıroğlu Cd. No:158, Darıca",40.7924638,29.3749722,4.4,61,ChIJzdmPmbXfyhQRxDzStvTESnI,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0533 409 05 22,,"Osman Gazi, Aşıroğlu Cd. No:158, 41700 Darıca/Kocaeli, Türkiye",GEBZE DARICA OTO LASTİKCİ LASTİK DÜNYASI CİKMA LASTİK SIFIR LASTİK 7/24 YOL YARDIM LASTİKCİ GEBZE DARICA EN YAKIN LASTIKCI,,,False,low,No domain provided,
BAKIROĞLU LASTİK PENDİK 7X24 OTO LASTİK YOL YARDIM SERVİSİ GOODYEAR BAYİİ,"Yeşilbağlar, Altın Yayla Sokağı No:9, Pendik",40.8914848,29.2296423,4.7,79,ChIJ-bbNs07FyhQRFm9cuvy4hUI,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0554 346 95 15,,"Yeşilbağlar, Altın Yayla Sokağı No:9, 34890 Pendik/İstanbul, Türkiye",BAKIROĞLU LASTİK PENDİK 7X24 OTO LASTİK YOL YARDIM SERVİSİ GOODYEAR BAYİİ,,,False,low,No domain provided,
Tuzla Akü varta inci yetkili servis 7/24 yol yardim.,"Aydınlı, Çamlıbelde Yolu Cd no:90/2, Tuzla",40.8692066,29.3152065,5.0,4,ChIJSeBFZ3Dmt2cRJPWM1OL2_08,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0546 453 53 53,https://enerjiaku.com/,"Aydınlı, Çamlıbelde Yolu Cd no:90/2, 34953 Tuzla/İstanbul, Türkiye",Tuzla Akü varta inci yetkili servis 7/24 yol yardim.,https://enerjiaku.com/,enerjiaku.com,True,high,,2025-10-20 05:12:19
