name,address,latitude,longitude,rating,user_ratings_total,place_id,types,business_status,formatted_phone_number,website,formatted_address,business_name,website_url,domain,has_ads,ads_confidence,ads_error,checked_at
Ozdemir Oto Elektrik,"İkitelli OSB, Dolapdere Sanayi Sitesi 17.Ada No 20, Başakşehir",41.0723788,28.808804,4.7,134,ChIJKZIl83-vyhQRgYVZhtqSbpM,"home_goods_store, car_repair, store, point_of_interest, establishment",OPERATIONAL,0534 824 46 11,https://demirkardesleraku.com.tr/,"İkitelli OSB, Dolapdere Sanayi Sitesi 17.Ada No 20, 34490 Başakşehir/İstanbul, Türkiye",Ozdemir Oto Elektrik,https://demirkardesleraku.com.tr/,demirkardesleraku.com.tr,True,high,,2025-10-20 05:12:08
Sultangazi Akücü Arnavutköy Akücü Doğan Akü Market,"Esentepe, 2854. Sk. No:41A, Sultangazi",41.0967245,28.8856324,5.0,5,ChIJX_fvyQuxyhQRYvCPQY9sld8,"car_repair, store, point_of_interest, establishment",OPERATIONAL,(0212) 706 72 40,,"Esentepe, 2854. Sk. No:41A, 34265 Sultangazi/İstanbul, Türkiye",Sultangazi Akücü Arnavutköy Akücü Doğan Akü Market,,,False,low,No domain provided,
MURATCAN AKÜ,"Bahçelievler, Talatpaşa Cd 3C 34180, Bahçelievler",40.9985651,28.8670836,5.0,30,ChIJC9vWfaWlyhQRhrTdLaaS6cI,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0543 663 81 61,https://www.muratcanaku.com/,"Bahçelievler, Talatpaşa Cd 3C 34180, 34182 Bahçelievler/İstanbul, Türkiye",MURATCAN AKÜ,https://www.muratcanaku.com/,muratcanaku.com,True,high,,2025-10-20 05:12:08
Otocan tuning,"Yıldıztepe, Bağcılar Cd. No:76, Bağcılar",41.0255672,28.8570169,0.0,0,ChIJtXvABtWkyhQR-iBaU5MvJlA,"car_repair, store, point_of_interest, establishment",OPERATIONAL,,,"Yıldıztepe, Bağcılar Cd. No:76, 34203 Bağcılar/İstanbul, Türkiye",Otocan tuning,,,False,low,No domain provided,
OTO KENAN AKÜ MARKET-akü market değişimi servisi yiğit akü bayii akücü.klima gazı dolum noktası,"Halkalı Merkez, Maslak Çeşme Cd. 168/A, Küçükçekmece",41.0285365,28.7963391,4.8,35,ChIJYx0yxUOkyhQRmVwQeGrVhNE,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0535 785 96 99,https://www.webseoyazilim.com/05357859699-oto-kenan-aku-servis-aku-degisimi-yenileme-kucukcekmece,"Halkalı Merkez, Maslak Çeşme Cd. 168/A, 34303 Küçükçekmece/İstanbul, Türkiye",OTO KENAN AKÜ MARKET-akü market değişimi servisi yiğit akü bayii akücü.klima gazı dolum noktası,https://www.webseoyazilim.com/05357859699-oto-kenan-aku-servis-aku-degisimi-yenileme-kucukcekmece,webseoyazilim.com,False,low,,2025-10-20 05:12:08
Öztürk kardeşler lastik jant akü satış tamir yol yardım hizmetleri satılmış usta,"Aykosan san sit.4lü C blok No:62, İkitelli OSB, 34944, Başakşehir",41.071741,28.7960502,4.6,114,ChIJVVWZS1KnyhQRklQgSI96BQw,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0538 841 57 57,http://www.ozturkkardeslerlastikjantaku.com/,"Aykosan san sit.4lü C blok No:62, İkitelli OSB, 34944, İkitelli OSB, 34000 Başakşehir/İstanbul, Türkiye",Öztürk kardeşler lastik jant akü satış tamir yol yardım hizmetleri satılmış usta,http://www.ozturkkardeslerlastikjantaku.com/,ozturkkardeslerlastikjantaku.com,True,high,,2025-10-20 05:12:08
Yenibosna Akücü İlgi Varta,"Çobançeşme, Ergenekon Sk. No:38 D:2, Bahçelievler",41.0035084,28.8276296,5.0,4,ChIJRb-2lRWlyhQRlU5adlJ9qKE,"car_repair, store, point_of_interest, establishment",OPERATIONAL,(0212) 706 51 75,,"Çobançeşme, Ergenekon Sk. No:38 D:2, 34196 Bahçelievler/İstanbul, Türkiye",Yenibosna Akücü İlgi Varta,,,False,low,No domain provided,
MUTLU AKÜ 7/24 MOBİL SERVİS ÖZDEMİR OTOMOTİV BAŞAKŞEHİR MUTLU AKÜ BAYİİ VE YETKİLİ SERVİS,"İkitelli OSB, Dolapdere Sanayi Sitesi 17 .Ada, ikitelli Osb/Başakşehir",41.0720374,28.807844,5.0,204,ChIJQSvAye2lyhQRrDouRi-qoYU,"car_repair, store, point_of_interest, establishment",OPERATIONAL,(0212) 549 43 74,https://www.instagram.com/ozzdemirotomotiv/,"İkitelli OSB, Dolapdere Sanayi Sitesi 17 .Ada, 34490 ikitelli Osb/Başakşehir/İstanbul, Türkiye",MUTLU AKÜ 7/24 MOBİL SERVİS ÖZDEMİR OTOMOTİV BAŞAKŞEHİR MUTLU AKÜ BAYİİ VE YETKİLİ SERVİS,https://www.instagram.com/ozzdemirotomotiv/,instagram.com,False,low,,2025-10-20 05:12:08
Gece açık akücü,"Merkezi mh, Yenibosna Merkez, Değirmenbahçe Cd. No:22, Bahçelievler",41.0134792,28.8227138,3.0,2,ChIJlZHavTalyhQRRStKwBfctjk,"car_repair, point_of_interest, establishment",OPERATIONAL,0542 134 90 60,https://www.hiziryolyardim.com/,"Merkezi mh, Yenibosna Merkez, Değirmenbahçe Cd. No:22, 34198 Bahçelievler/İstanbul, Türkiye",Gece açık akücü,https://www.hiziryolyardim.com/,hiziryolyardim.com,False,low,,2025-10-20 05:12:08
Bahçelievler Star Akücü Varta Bayisi,"Soğanlı, Gökçe Sk. No:14A, Bahçelievler",41.012985,28.8629041,5.0,6,ChIJJ-dGHL67yhQRsJHLfD7DdNo,"car_repair, store, point_of_interest, establishment",OPERATIONAL,(0212) 706 48 90,,"Soğanlı, Gökçe Sk. No:14A, 34183 Bahçelievler/İstanbul, Türkiye",Bahçelievler Star Akücü Varta Bayisi,,,False,low,No domain provided,
Sefaköy Akücü Varta İnci,"Fevzi Çakmak, Türkeli Sk. No:51A, Küçükçekmece",41.0052087,28.7881336,5.0,5,ChIJM6Orf3ajyhQRuMjbHpNDDLk,"car_repair, store, point_of_interest, establishment",OPERATIONAL,(0212) 706 71 39,,"Fevzi Çakmak, Türkeli Sk. No:51A, 34295 Küçükçekmece/İstanbul, Türkiye",Sefaköy Akücü Varta İnci,,,False,low,No domain provided,
Bağcılar Akücü Cihan,"100. Yıl, Bağcılar",41.0647467,28.8524,5.0,7,ChIJEbPJBTKvyhQRCLwCkBdrq3w,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0535 427 17 89,,"100. Yıl, 34000 Bağcılar/İstanbul, Türkiye",Bağcılar Akücü Cihan,,,False,low,No domain provided,
GECE ACIK AKÜCÜ OTO ELEKTRİKCİ LASTİKCİ,"merkez mh, Yenibosna Merkez, Değirmenbahçe Cd. No:22, Bahçelievler",41.0114392,28.8181864,0.0,0,ChIJjaW4ADOlyhQRZ3T2RuzOeD0,"car_repair, point_of_interest, establishment",OPERATIONAL,0505 027 08 59,https://www.kerkukyollardim.com/,"merkez mh, Yenibosna Merkez, Değirmenbahçe Cd. No:22, 34194 Bahçelievler/İstanbul, Türkiye",GECE ACIK AKÜCÜ OTO ELEKTRİKCİ LASTİKCİ,https://www.kerkukyollardim.com/,kerkukyollardim.com,False,low,,2025-10-20 05:12:09
Can Oto elektrik Akü Market 7/24 AKÜCÜ BEYLİKDÜZÜ BAHÇEŞEHİR ESENYURT FLORYA AVCILAR BÜYÜKÇEKMECE YOL YARDIM AKÜ TAKVİYESİ,"Merkez, Burnaz Cd. No:3, Avcılar",40.985302,28.720596,4.8,42,ChIJba2B29qhyhQRtVo1azgd2wg,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0507 858 80 33,,"Merkez, Burnaz Cd. No:3, 34315 Avcılar/İstanbul, Türkiye",Can Oto elektrik Akü Market 7/24 AKÜCÜ BEYLİKDÜZÜ BAHÇEŞEHİR ESENYURT FLORYA AVCILAR BÜYÜKÇEKMECE YOL YARDIM AKÜ TAKVİYESİ,,,False,low,No domain provided,
CAN AKÜ MARKET AVCILAR BEYLİKDÜZÜ ESENYURT BÜYÜKÇEKMECE FLORYA AKÜ TESLİMAT AKÜ SERVİSİ,"Firuzköy, Firuzköy Blv. No:174, Avcılar",41.0080483,28.7039609,4.9,59,ChIJeSvkftWhyhQR2qHkhWfEw5E,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0530 338 54 50,http://www.canakumarket.com/,"Firuzköy, Firuzköy Blv. No:174, 34517 Avcılar/İstanbul, Türkiye",CAN AKÜ MARKET AVCILAR BEYLİKDÜZÜ ESENYURT BÜYÜKÇEKMECE FLORYA AKÜ TESLİMAT AKÜ SERVİSİ,http://www.canakumarket.com/,canakumarket.com,True,high,,2025-10-20 05:12:09
"Paşaoğlu Akü Başakşehir – 7/24 Akücü & Akü Satışı | Yerinde Değişim, Takviye & Akü Yol Yardımı","Tahtakale, Istanbul Cd No:96/1, Başakşehir",41.063192,28.7413759,5.0,765,ChIJ44AFBwinyhQR_IDBxgjdo9c,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0540 225 23 23,https://www.pasaogluaku.com/,"Tahtakale, Istanbul Cd No:96/1, 34494 Başakşehir/İstanbul, Türkiye","Paşaoğlu Akü Başakşehir – 7/24 Akücü & Akü Satışı | Yerinde Değişim, Takviye & Akü Yol Yardımı",https://www.pasaogluaku.com/,pasaogluaku.com,True,high,,2025-10-20 05:12:09
Artaş Akü Market 7/24 akü servisi,"Yeşilkent, Gazi Cd. No:136 - 2, Esenyurt",41.0301863,28.6632655,5.0,360,ChIJJ-uvXGFftRQRUFhWr-o0IBw,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0535 966 67 50,https://www.artasakumarket.com/,"Yeşilkent, Gazi Cd. No:136 - 2, 34515 Esenyurt/İstanbul, Türkiye",Artaş Akü Market 7/24 akü servisi,https://www.artasakumarket.com/,artasakumarket.com,True,high,,2025-10-20 05:12:09
Altıntaş Akü Market 7/24 Akü Servisi,"Yeşilkent, 1914. Sk. No:20, Esenyurt",41.0295547,28.663956,4.9,81,ChIJbfcKQSNftRQRACK0NnGl70Y,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0533 293 34 50,https://www.altintasakumarket.net/,"Yeşilkent, 1914. Sk. No:20, 34500 Esenyurt/İstanbul, Türkiye",Altıntaş Akü Market 7/24 Akü Servisi,https://www.altintasakumarket.net/,altintasakumarket.net,True,high,,2025-10-20 05:12:09
DOST AKÜ VE TAKVIYE SERVIS HIZMETI,"Merkez, Cengiz Sk. No:6, Avcılar",40.98377139999999,28.7197931,5.0,15,ChIJz7471ayhyhQRz7NFt3PKrbM,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0535 595 69 06,,"Merkez, Cengiz Sk. No:6, 34310 Avcılar/İstanbul, Türkiye",DOST AKÜ VE TAKVIYE SERVIS HIZMETI,,,False,low,No domain provided,
AVŞAR AKÜ MARKET 7\24 ESENYURT / BEYLİKDÜZÜ,"Köyiçi, Fatih, Bahçe Yolu Cd. 22-B, Esenyurt",41.0317819,28.6802611,5.0,17,ChIJ9VWEZnChyhQRz4OJGnYL66c,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0538 300 91 05,,"Köyiçi, Fatih, Bahçe Yolu Cd. 22-B, 34000 Esenyurt/İstanbul, Türkiye",AVŞAR AKÜ MARKET 7\24 ESENYURT / BEYLİKDÜZÜ,,,False,low,No domain provided,
Serkan Akü Market,"Namık Kemal, Doğan Araslı Blv. 57 B D:1, Esenyurt",41.0135996,28.6940175,4.7,274,ChIJS890_JSgyhQRnF8vXzsHAJ0,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0534 262 95 26,http://www.serkanaku.com/,"Namık Kemal, Doğan Araslı Blv. 57 B D:1, 34513 Esenyurt/İstanbul, Türkiye",Serkan Akü Market,http://www.serkanaku.com/,serkanaku.com,True,high,,2025-10-20 05:12:10
AKÜ YOL YARDIM,"Merkez, Spor Sk. No:20, Avcılar",40.98429700000001,28.720768,4.8,60,ChIJpZ0nxKyhyhQRL6Rh4_Lj_60,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0532 517 19 71,https://akuyardim.com/,"Merkez, Spor Sk. No:20, 34315 Avcılar/İstanbul, Türkiye",AKÜ YOL YARDIM,https://akuyardim.com/,akuyardim.com,True,high,,2025-10-20 05:12:10
Kanca Akü Market,"Yakuplu, Mareşal Fevzi Çakmak Cd. No:27, Beylikdüzü",40.9954198,28.673955,5.0,3,ChIJMbHXM6KhyhQRTR0jLHSa3O0,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0543 455 46 79,https://www.akubeylikduzu.com/,"Yakuplu, Mareşal Fevzi Çakmak Cd. No:27, 34528 Beylikdüzü/İstanbul, Türkiye",Kanca Akü Market,https://www.akubeylikduzu.com/,akubeylikduzu.com,True,high,,2025-10-20 05:12:10
7/24 MOBİL OTO LASTİKCİ AKÜ VE AKÜ TAKVİYE YOL YARDIM 24 saat açık,"shell petrol yanı, Barbaros Hayrettin Paşa, e5 yanyol, Esenyurt",41.0160687,28.6397203,5.0,7,ChIJ0STM6ChftRQRN9oSwOKkaJ0,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0532 680 41 23,,"shell petrol yanı, Barbaros Hayrettin Paşa, e5 yanyol, 34450 Esenyurt/İstanbul, Türkiye",7/24 MOBİL OTO LASTİKCİ AKÜ VE AKÜ TAKVİYE YOL YARDIM 24 saat açık,,,False,low,No domain provided,
Akücü Akü Takviye Yol Yardım Oto Elektrik,"Kavaklı Mahallesi Batı Tırakya Bulvarı, İstanbul Cd. No:109 D:1E, Beylikdüzü",40.9843193,28.6446484,4.7,16,ChIJvWMvhk9ftRQRBBXimLFnntc,"car_repair, point_of_interest, establishment",OPERATIONAL,0501 009 99 34,,"Kavaklı Mahallesi Batı Tırakya Bulvarı, Kavaklı, İstanbul Cd. No:109 D:1E, 34520 Beylikdüzü/İstanbul, Türkiye",Akücü Akü Takviye Yol Yardım Oto Elektrik,,,False,low,No domain provided,
AKÜ DÜNYASI AVCILAR,"akü market, Merkez, Burnaz Cd. 23/a, Avcılar",40.9857811,28.71744989999999,4.6,5,ChIJyyDrcEuhyhQRJrpUA3cAKoA,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0539 591 49 03,,"akü market, Merkez, Burnaz Cd. 23/a, 34315 Avcılar/İstanbul, Türkiye",AKÜ DÜNYASI AVCILAR,,,False,low,No domain provided,
ATEŞ AKÜ MARKET |Akü|Akücü|,"Akşemseddin, 204. Sk. NO:19 D:N, Esenyurt",41.01543849999999,28.6935016,5.0,8,ChIJVT93nfuhyhQRtIBLyzmRV_I,"car_repair, point_of_interest, establishment",OPERATIONAL,0533 213 74 34,https://atesakumarket.com/,"Akşemseddin, 204. Sk. NO:19 D:N, 34510 Esenyurt/İstanbul, Türkiye",ATEŞ AKÜ MARKET |Akü|Akücü|,https://atesakumarket.com/,atesakumarket.com,True,high,,2025-10-20 05:12:10
Tümtaş Akü Takviye ve Yol Yardım,"Saadetdere, 1. Sk. 2 A AP. NO:2 A D:0 K, Esenyurt",41.0104694,28.6999972,5.0,12,ChIJU931l5ehyhQRHbhx5kGb1-Q,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0530 784 24 42,https://tumtas.com.tr/,"Saadetdere, 1. Sk. 2 A AP. NO:2 A D:0 K, 34513 Esenyurt/İstanbul, Türkiye",Tümtaş Akü Takviye ve Yol Yardım,https://tumtas.com.tr/,tumtas.com.tr,False,low,,2025-10-20 05:12:10
KARACA AKÜ MARKET,"Güzelyurt mahallesi orhangazi cad, 2126. Sk 4A, Esenyurt",41.0122361,28.6673676,5.0,23,ChIJqzo3ODlftRQRfC854gbM9WM,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0540 002 25 54,,"Güzelyurt mahallesi orhangazi cad, Güzelyurt, 2126. Sk 4A, 34000 Esenyurt/İstanbul, Türkiye",KARACA AKÜ MARKET,,,False,low,No domain provided,
İstanbul Akü,"Geyikli Göbek, Yakuplu Mah. Hürriyet Bulvarı, 208 Sk No:8, Beylikdüzü",41.0026267,28.6684318,4.8,20,ChIJybJnr7BftRQRxroip9yMjPc,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0545 449 59 43,,"Yakuplu Mah. Hürriyet Bulvarı, Geyikli Göbek, Yakuplu, 208 Sk No:8, 34524 Beylikdüzü/İstanbul, Türkiye",İstanbul Akü,,,False,low,No domain provided,
AKÜ VE YEDEK PARÇA,"Altınşehir, Eski İstanbul Cd 25/A, Başakşehir",41.06598109999999,28.7313179,3.2,10,ChIJdavOP2emyhQR6194eLQAPoA,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0533 654 52 44,,"Altınşehir, Eski İstanbul Cd 25/A, 34494 Başakşehir/İstanbul, Türkiye",AKÜ VE YEDEK PARÇA,,,False,low,No domain provided,
Kayaşehir Mobil Akücü 7/24 - Akü Yol Yardım & Takviye | Paşaoğlu Akü,"Kayabaşı, Merkes Kayaşehir Merkez AVM, Başakşehir",41.1082797,28.7583457,4.9,27,ChIJQTAqSiGpyhQRhcYDr1aSZg0,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0540 025 23 23,https://www.pasaogluaku.com/kayasehir-7-24-akucu,"Kayabaşı, Merkes Kayaşehir Merkez AVM, 34494 Başakşehir/İstanbul, Türkiye",Kayaşehir Mobil Akücü 7/24 - Akü Yol Yardım & Takviye | Paşaoğlu Akü,https://www.pasaogluaku.com/kayasehir-7-24-akucu,pasaogluaku.com,True,high,,2025-10-20 05:12:11
Polat Akü Market 7/24,"Üçevler, Bahçe Yolu Cd. 70 B, Esenyurt",41.026459,28.681766,5.0,37,ChIJFVfRiKqhyhQRhb3RijRk8W8,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0536 693 38 79,https://www.polatakumarket.com/,"Üçevler, Bahçe Yolu Cd. 70 B, 34513 Esenyurt/İstanbul, Türkiye",Polat Akü Market 7/24,https://www.polatakumarket.com/,polatakumarket.com,True,high,,2025-10-20 05:12:11
YILMAZ OTOMOTİV AHMET YILMAZ YOL YARDIM LASTİK TAMİRİ AKÜ YARDIM7/24 ELEKTRİK ROT BALANS,"Altınşehir, Yan Yol Cd No:58, Başakşehir",41.0622631,28.75213579999999,4.8,54,ChIJf7oV92SmyhQR8Tx1QPdqhYc,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0532 745 03 67,http://www.michelin.com.tr/,"Altınşehir, Yan Yol Cd No:58, 34306 Başakşehir/İstanbul, Türkiye",YILMAZ OTOMOTİV AHMET YILMAZ YOL YARDIM LASTİK TAMİRİ AKÜ YARDIM7/24 ELEKTRİK ROT BALANS,http://www.michelin.com.tr/,michelin.com.tr,False,low,,2025-10-20 05:12:11
"DOĞUKAN OTO - BEYLİKDÜZÜ AKÜ, YEDEK PARÇA, OTO BAKIM ONARIM, MADENİ YAĞLAR, BALATA DÜNYASI","ilke akü sevis, Yakuplu, Hürriyet Blv No:53, Beylikdüzü",41.001746,28.6688337,5.0,27,ChIJH4a-gd1ftRQRQHrUDRGG4Jg,"car_repair, point_of_interest, establishment",OPERATIONAL,0538 342 30 92,,"ilke akü sevis, Yakuplu, Hürriyet Blv No:53, 34524 Beylikdüzü/İstanbul, Türkiye","DOĞUKAN OTO - BEYLİKDÜZÜ AKÜ, YEDEK PARÇA, OTO BAKIM ONARIM, MADENİ YAĞLAR, BALATA DÜNYASI",,,False,low,No domain provided,
Oto lastik Semih Selim otomativ,"İstasyon, Yarımburgaz Cd. No:1, 34303, Küçükçekmece",41.0292885,28.7677555,4.5,118,ChIJ1z93DR6kyhQRDme2WYRKG50,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0536 203 99 73,,"İstasyon, Yarımburgaz Cd. No:1, 34303, 34303 Küçükçekmece/İstanbul, Türkiye",Oto lastik Semih Selim otomativ,,,False,low,No domain provided,
Şarj Marş Dinamo Hastanesi Esenyurt - Hasoğlu,"İncirtepe mah fatih oto sanayi sitesi, C2 Blok No:10, Esenyurt",41.0157917,28.6918384,4.2,204,ChIJIRjsmmuvyhQRGdp6gII5Eck,"car_repair, point_of_interest, establishment",OPERATIONAL,0537 529 66 61,http://www.hasogludinamohastanesi.com/,"İncirtepe mah fatih oto sanayi sitesi, C2 Blok No:10, Akşemseddin, 34510 Esenyurt/İstanbul, Türkiye",Şarj Marş Dinamo Hastanesi Esenyurt - Hasoğlu,http://www.hasogludinamohastanesi.com/,hasogludinamohastanesi.com,False,low,,2025-10-20 05:12:11
Filo15 akü yol yardım 7/24,"Mimarsinan Merkez Mahallesi, E-5 Londra asfaltı caddesi no:14/A 34535, Büyükçekmece",41.0180808,28.5629269,5.0,36,ChIJ-frfmBJdtRQRyaV_mUBddW4,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0532 543 04 60,,"Mimarsinan Merkez Mahallesi, E-5 Londra asfaltı caddesi no:14/A 34535, 34535 Büyükçekmece/İstanbul, Türkiye",Filo15 akü yol yardım 7/24,,,False,low,No domain provided,
Akü Market Mobil Akücü Varta | BMS Oto,"Mimar Sinan Merkez, E5 No:30/A, Büyükçekmece",41.0178893,28.5614892,5.0,33,ChIJRTPCb8FdtRQRx3Miq2K5VAI,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0530 781 14 08,https://sites.google.com/view/bms-aku-servis,"Mimar Sinan Merkez, E5 No:30/A, 34535 Büyükçekmece/İstanbul, Türkiye",Akü Market Mobil Akücü Varta | BMS Oto,https://sites.google.com/view/bms-aku-servis,sites.google.com,False,low,,2025-10-20 05:12:11
AKÜ MARKET OTO ELEKTRİK YOL YARDIM SERVİSİ BÜYÜKÇEKMECE İSTANBUL,"Mimarsinan mahallesi içel caddesi gültur sanayi sitesi SAĞLAM OTO, Büyükçekmece",41.0234166,28.5600887,0.0,0,ChIJL5iCC11dtRQRub_oRmyeYtQ,"car_repair, point_of_interest, establishment",OPERATIONAL,0535 556 83 54,,"Mimarsinan mahallesi içel caddesi gültur sanayi sitesi SAĞLAM OTO, Mimar Sinan Merkez, 34500 Büyükçekmece/İstanbul, Türkiye",AKÜ MARKET OTO ELEKTRİK YOL YARDIM SERVİSİ BÜYÜKÇEKMECE İSTANBUL,,,False,low,No domain provided,
KAVAKLI AKÜ MARKET akü servisi değişimi Beylikdüzü,"Kavaklı, Batı Trakya Blv. no:17/7, Beylikdüzü",40.9844054,28.6455953,4.9,75,ChIJAQOAYMRftRQRkp20c_XmTZk,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0532 582 08 04,https://www.webseoyazilim.com/05325820804-kavakli-aku-market-varta-mutlu-aku-bayii-kavakli-beylikduzukava,"Kavaklı, Batı Trakya Blv. no:17/7, 34520 Beylikdüzü/İstanbul, Türkiye",KAVAKLI AKÜ MARKET akü servisi değişimi Beylikdüzü,https://www.webseoyazilim.com/05325820804-kavakli-aku-market-varta-mutlu-aku-bayii-kavakli-beylikduzukava,webseoyazilim.com,False,low,,2025-10-20 05:12:12
Park Otomotiv Inci Akü araba bakım servisi,"Bağcılar Güngören sanayi sitesi, 22. Blok Sokak 41.43, Başakşehir",41.0750457,28.8021677,4.7,162,ChIJgRdJBoalyhQR9g41jI3jo-8,"car_repair, store, point_of_interest, establishment",OPERATIONAL,(0212) 671 46 32,,"Bağcılar Güngören sanayi sitesi, İkitelli OSB, 22. Blok Sokak 41.43, 34480 Başakşehir/İstanbul, Türkiye",Park Otomotiv Inci Akü araba bakım servisi,,,False,low,No domain provided,
HEYLASTİK | 7/24 MOBİL YOL YARDIM - OTO LASTİKÇİ AKÜCÜ HALKALI AKÜ SERVİSİ ACİL MOBİL LASTİK TAMİRİ LASTİK YOL YARDIM SERVİSİ,"HALKALI MERKEZ MAH. DEMİRKAPI CAD, Çam Sk., Küçükçekmece",41.0293257,28.7941469,4.7,13,ChIJsV-cc8WlyhQRUl3BvcJu6Rs,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0531 884 61 60,https://www.heylastik.com.tr/,"HALKALI MERKEZ MAH. DEMİRKAPI CAD, Halkalı Merkez, Çam Sk., 34303 Küçükçekmece/İstanbul, Türkiye",HEYLASTİK | 7/24 MOBİL YOL YARDIM - OTO LASTİKÇİ AKÜCÜ HALKALI AKÜ SERVİSİ ACİL MOBİL LASTİK TAMİRİ LASTİK YOL YARDIM SERVİSİ,https://www.heylastik.com.tr/,heylastik.com.tr,False,low,,2025-10-20 05:12:12
Goodyear-kerem Ticaret,"İnönü, Seymen Sk. No:2, Küçükçekmece",41.0163053,28.8042951,4.6,5,ChIJLWCeAWWkyhQRG43hmSvbb1o,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0507 127 33 47,,"İnönü, Seymen Sk. No:2, 34295 Küçükçekmece/İstanbul, Türkiye",Goodyear-kerem Ticaret,,,False,low,No domain provided,
Sefaköy oto elektrik akü,"İstanbul küçükçekmece sefaköy emrullah efendi cd no 17, Küçükçekmece",41.00999849999999,28.7956619,4.5,21,ChIJoz_zhXakyhQR11W1npbnBw8,"car_repair, point_of_interest, establishment",OPERATIONAL,0532 623 95 86,,"İstanbul küçükçekmece sefaköy emrullah efendi cd no 17, Tevfik Bey, 34010 Küçükçekmece/İstanbul, Türkiye",Sefaköy oto elektrik akü,,,False,low,No domain provided,
Musa Akü,"Esentepe, 2396. Sk. No:3, Sultangazi",41.1053051,28.8813166,5.0,24,ChIJQY3ceE-xyhQRM57PhPnv09o,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0536 736 38 64,,"Esentepe, 2396. Sk. No:3, 34270 Sultangazi/İstanbul, Türkiye",Musa Akü,,,False,low,No domain provided,
MAY AKÜ,"İkitelli OSB, Başakşehir",41.0739248,28.8092971,5.0,3,ChIJr1ftAE6lyhQRWgXQ54xltDY,"car_repair, point_of_interest, establishment",OPERATIONAL,,,"İkitelli Osb, 34306 Başakşehir/İstanbul, Türkiye",MAY AKÜ,,,False,low,No domain provided,
Oto Elektrik Akü,"Yavuz Selim, 8/1-A Sk No:6, Bağcılar",41.0420057,28.8469017,4.3,3,ChIJ60SSYTqlyhQRM8dvB3mhk1k,"car_repair, point_of_interest, establishment",OPERATIONAL,0533 485 00 75,,"Yavuz Selim, 8/1-A Sk No:6, 34203 Bağcılar/İstanbul, Türkiye",Oto Elektrik Akü,,,False,low,No domain provided,
Baybars Akü,"İkitelli OSB, 2. Blok No:23, Başakşehir",41.0942458,28.7946742,5.0,1,ChIJRWYDOWmvyhQRA-xkPXPcCkc,"car_repair, store, point_of_interest, establishment",OPERATIONAL,(0442) 243 04 56,https://www.baybars.com.tr/Anasayfa/Iletisim,"İkitelli OSB, 2. Blok No:23, 34490 Başakşehir/İstanbul, Türkiye",Baybars Akü,https://www.baybars.com.tr/Anasayfa/Iletisim,baybars.com.tr,False,low,,2025-10-20 05:12:12
İSTANBUL ACİL AKÜ SERVİSİ,"Pik dökümcüler sanayi sitesi B 6 Blok No:24, Başakşehir",41.089595,28.79970669999999,3.6,16,ChIJa4f7YWWvyhQRooC3Vgxch44,"car_repair, store, point_of_interest, establishment",OPERATIONAL,0539 913 23 93,,"Pik dökümcüler sanayi sitesi B 6 Blok No:24, İkitelli OSB, 34490 Başakşehir/İstanbul, Türkiye",İSTANBUL ACİL AKÜ SERVİSİ,,,False,low,No domain provided,
Balaban Oto Yağ Değişimi Motor Yağı,"100. Yıl, Veysel Karani Cd. No:80/A, Bağcılar",41.0660102,28.8506415,4.8,8,ChIJe6GZZMilyhQRf7lQkoXw-Cw,"car_repair, point_of_interest, establishment",OPERATIONAL,,,"100. Yıl, Veysel Karani Cd. No:80/A, 34204 Bağcılar/İstanbul, Türkiye",Balaban Oto Yağ Değişimi Motor Yağı,,,False,low,No domain provided,
